Index,Degree,Strength,ASPL,LSPL,Clust Coeff,Betweeness,Eigenvector,PageRank
TEH,1.0,32.0,5.89328173,1.0,0.0,0.0,4.7e-7,0.00011477
TEP,2.0,38.0,5.72712192,1.0,0.0,0.00055436,5.9e-7,0.00019077
TER,7.0,5500.0,4.24744263,1.0,0.23809524,0.0014768,0.00117973,0.00040588
TET,3.0,361.0,4.77799281,1.0,0.33333333,5.14e-6,8.143e-5,0.00016057
TEU,3.0,264.0,5.17085983,1.0,0.66666667,8.0e-8,1.709e-5,0.00017367
TEX,1.0,247.0,4.18634227,1.0,0.0,0.0,0.00122189,6.659e-5
TEZ,2.0,238.0,4.38429638,1.0,1.0,0.0,0.00020551,0.00011828
TFF,3.0,597.0,4.91484656,1.0,0.33333333,0.00055294,7.388e-5,0.00023604
TFI,3.0,119.0,4.74149848,1.0,0.66666667,1.43e-6,3.082e-5,0.00022515
TFM,2.0,114.0,5.73956317,1.0,0.0,0.00027588,5.6e-7,0.00017985
TGD,1.0,2034.0,4.41857893,1.0,0.0,0.0,0.00094231,5.973e-5
TGG,1.0,4012.0,4.00663533,1.0,0.0,0.0,0.00090243,6.701e-5
TGH,2.0,27.0,5.0765828,1.0,0.0,0.0002764,1.778e-5,0.00016609
TGJ,3.0,76.0,4.63312137,1.0,1.0,0.0,5.803e-5,0.00019299
TGM,4.0,232.0,4.26430744,1.0,0.5,1.8e-7,0.0013804,0.00015183
TGN,4.0,468.0,4.29637821,1.0,0.66666667,1.3e-7,0.00017013,0.00020331
TGO,2.0,340.0,3.99972353,1.0,0.0,0.00055294,0.00113207,0.00015185
TGR,1.0,120.0,4.44733204,1.0,0.0,0.0,0.00073629,6.447e-5
TGU,6.0,7693.0,3.87807575,1.0,0.66666667,0.00078978,0.00406597,0.00021985
TGZ,7.0,15332.0,4.09897705,1.0,0.42857143,7.057e-5,0.00195141,0.00024077
THE,4.0,11142.0,4.5512856,1.0,1.0,0.0,0.0002133,0.00017958
THG,1.0,228.0,4.33784905,1.0,0.0,0.0,0.00018696,7.867e-5
THL,4.0,1742.0,4.61266243,1.0,0.83333333,2.5e-7,0.00010257,0.00021726
THN,1.0,2092.0,4.07271219,1.0,0.0,0.0,0.00153319,6.612e-5
THO,2.0,95.0,5.32209013,1.0,1.0,0.0,9.15e-6,0.00016133
THR,60.0,80969.0,3.20154824,1.0,0.18644068,0.01221888,0.04964856,0.00182986
THS,3.0,1260.0,3.9552115,1.0,0.66666667,3.6e-7,0.00129146,0.00013363
THU,1.0,219.0,4.88885817,1.0,0.0,0.0,3.327e-5,9.584e-5
TIA,15.0,5837.0,3.62206248,1.0,0.56190476,5.154e-5,0.0208762,0.00033487
TID,1.0,524.0,4.44733204,1.0,0.0,0.0,0.00073629,6.447e-5
TIE,3.0,178.0,5.42853193,1.0,0.33333333,0.00110558,6.24e-6,0.00027787
TIF,7.0,5099.0,4.0865358,1.0,0.76190476,2.4e-7,0.00240536,0.00020768
TIH,3.0,244.0,4.51672657,1.0,0.66666667,8.0e-8,9.134e-5,0.00020192
TIJ,22.0,50569.0,3.6875864,1.0,0.35930736,0.00015604,0.00521849,0.00056297
TIM,4.0,1618.0,4.90876417,1.0,0.5,0.00055307,2.589e-5,0.00026171
TIN,4.0,946.0,4.44622615,1.0,1.0,0.0,0.0010144,0.00014006
TIP,29.0,16580.0,3.44290849,1.0,0.45320197,0.00262136,0.03488099,0.00072885
TIQ,2.0,1260.0,4.54492673,1.0,1.0,0.0,0.00019574,9.942e-5
TIR,2.0,1070.0,4.33066077,1.0,1.0,0.0,0.00041198,8.987e-5
TIS,3.0,74.0,5.46004976,1.0,0.33333333,4.3e-7,3.23e-6,0.00020362
TIU,1.0,324.0,5.09317114,1.0,0.0,0.0,1.932e-5,8.074e-5
TIV,2.0,1088.0,4.24937794,1.0,1.0,0.0,0.00208836,7.846e-5
TIZ,4.0,274.0,4.74177495,1.0,0.66666667,1.47e-6,3.149e-5,0.00026067
TJA,5.0,1494.5,4.85015206,1.0,0.7,5.1e-7,0.00017491,0.00023768
TJG,2.0,96.0,4.910423,1.0,1.0,0.0,3.023e-5,0.00012776
TJH,1.0,504.0,3.91678186,1.0,0.0,0.0,0.00090912,6.527e-5
TJI,2.0,348.0,5.80232237,1.0,1.0,0.0,8.53e-6,0.0001658
TJM,11.0,2884.0,3.85927564,1.0,0.38181818,0.00022193,0.00453043,0.00030766
TJQ,2.0,537.0,4.4288084,1.0,1.0,0.0,0.00022037,0.00011465
TJS,3.0,432.0,5.90212884,1.0,0.66666667,8.9e-7,9.4e-7,0.00024768
TKB,2.0,16.0,5.73762787,1.0,1.0,0.0,5.5e-7,0.0001796
TKE,2.0,84.0,4.90793475,1.0,1.0,0.0,2.647e-5,0.00018995
TKG,1.0,595.0,4.42908488,1.0,0.0,0.0,0.00021628,7.231e-5
TKJ,7.0,104.0,4.8935582,1.0,0.14285714,0.00276289,2.628e-5,0.00060279
TKK,2.0,1240.0,4.54243848,1.0,1.0,0.0,0.00012772,0.00011998
TKN,2.0,2604.0,4.66159801,1.0,1.0,0.0,0.00014704,0.00010171
TKP,1.0,138.0,5.5164501,1.0,0.0,0.0,1.56e-6,0.00012398
TKQ,4.0,347.5,4.56455626,1.0,0.33333333,2.82e-6,0.00017852,0.00021825
TKS,3.0,14304.0,3.77522809,1.0,1.0,0.0,0.00246569,0.00011321
TKU,7.0,9903.5,3.88996406,1.0,0.61904762,1.692e-5,0.00469617,0.00023789
TKX,2.0,276.0,4.51672657,1.0,0.0,0.00055294,8.804e-5,0.00019335
TLA,3.0,342.0,5.20320708,1.0,0.66666667,8.0e-8,5.36e-6,0.00019985
TLE,4.0,1372.0,4.58529168,1.0,0.5,0.00027641,0.00010882,0.00024726
TLH,10.0,15870.5,3.82969312,1.0,0.82222222,1.77e-6,0.01110929,0.00022564
TLJ,2.0,15.0,5.21233066,1.0,1.0,0.0,5.14e-6,0.00018854
TLL,15.0,13155.0,3.50428532,1.0,0.75238095,0.00055442,0.02200352,0.00036865
TLM,4.0,2607.0,3.67929223,1.0,0.66666667,4.528e-5,0.00470037,0.00013089
TLN,2.0,8169.0,3.68675698,1.0,1.0,0.0,0.00427458,8.088e-5
TLS,29.0,71243.5,3.48106165,1.0,0.55418719,0.00012635,0.03596423,0.00059573
TLT,2.0,195.0,5.19629527,1.0,0.0,0.00055264,5.18e-6,0.00019318
TLV,69.0,107578.0,3.05584739,1.0,0.32949702,0.00554766,0.081623,0.0014978
TMG,1.0,38.0,5.55543268,1.0,0.0,0.0,2.2e-6,9.494e-5
TMJ,1.0,996.0,4.19850705,1.0,0.0,0.0,0.00071471,6.328e-5
TMM,11.0,1464.0,4.42908488,1.0,0.27272727,0.00114204,0.0002718,0.00053869
TMP,4.0,6960.0,4.02350014,1.0,0.83333333,4.0e-8,0.00274623,0.00015326
TMR,10.0,2280.5,4.44429085,1.0,0.48888889,1.61e-6,0.00110241,0.000339
TMS,3.0,388.0,4.33425491,1.0,0.0,0.00055635,0.00061518,0.00017847
TMT,2.0,436.0,4.91318772,1.0,1.0,0.0,7.466e-5,0.0001335
TMU,2.0,126.0,4.56345037,1.0,1.0,0.0,0.00031236,0.00013281
TMW,5.0,3791.0,4.23361902,1.0,0.5,0.00041327,0.00031136,0.00026222
TMX,4.0,450.0,4.44622615,1.0,1.0,0.0,0.000926,0.00014412
TNA,24.0,20280.0,3.75145148,1.0,0.70652174,4.36e-5,0.00536228,0.00049176
TNC,2.0,27.0,5.20376002,1.0,1.0,0.0,5.26e-6,0.00014315
TNE,2.0,2296.0,3.91401714,1.0,1.0,0.0,0.00101196,9.268e-5
TNG,7.0,4212.5,3.54299143,1.0,1.0,0.0,0.0160422,0.0001693
TNK,3.0,312.0,5.19629527,1.0,0.66666667,1.1e-7,5.37e-6,0.00024324
TNN,3.0,37978.0,4.06773569,1.0,0.66666667,3.0e-8,0.00042401,0.00014234
TNO,1.0,252.0,4.56372685,1.0,0.0,0.0,0.00030681,7.621e-5
TNR,31.0,10459.0,3.58750346,1.0,0.10322581,0.01951088,0.00590497,0.00142812
TNX,2.0,100.0,4.61404479,1.0,1.0,0.0,0.00010244,0.00012978
TOB,1.0,312.0,4.44263202,1.0,0.0,0.0,0.00061955,6.279e-5
TOD,1.0,500.0,4.00663533,1.0,0.0,0.0,0.00090243,6.701e-5
TOE,6.0,2302.0,3.61985071,1.0,0.8,2.51e-6,0.00961503,0.00016145
TOF,1.0,966.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
TOG,3.0,232.0,5.18938347,1.0,0.33333333,3.055e-5,1.032e-5,0.00024872
TOH,2.0,38.0,8.06718275,1.0,1.0,0.0,0.0,0.00022233
TOL,6.0,12050.0,3.72021012,1.0,1.0,0.0,0.01046352,0.00014992
TOM,3.0,219.0,5.64445673,1.0,0.33333333,0.00055294,2.27e-6,0.00030458
TOP,1.0,456.0,4.38319049,1.0,0.0,0.0,0.00093763,6.111e-5
TOS,16.0,26740.0,4.27232513,1.0,0.15833333,0.0077407,0.00120221,0.00078224
TOU,4.0,230.0,4.63229195,1.0,0.66666667,0.0002764,5.804e-5,0.0002695
TOV,1.0,76.0,4.58943876,1.0,0.0,0.0,0.00021596,6.567e-5
TOW,2.0,420.0,4.09953,1.0,1.0,0.0,0.00095502,0.00011183
TOY,6.0,12298.0,3.71633951,1.0,0.66666667,3.43e-6,0.00300103,0.00018031
TPA,56.0,220368.5,3.22947194,1.0,0.51753247,0.00086097,0.06235175,0.00112205
TPE,49.0,474296.5,3.06911805,1.0,0.23129252,0.01741956,0.02276065,0.00153708
TPP,2.0,2675.0,4.28006635,1.0,1.0,0.0,0.0004302,0.0001204
TPQ,2.0,2312.0,4.14376555,1.0,1.0,0.0,0.00101796,8.692e-5
TPS,3.0,1294.0,3.82831075,1.0,0.66666667,0.00011834,0.00244239,0.00011985
TQR,1.0,168.0,4.76472215,1.0,0.0,0.0,8.433e-5,7.609e-5
TRA,2.0,532.0,4.76969865,1.0,1.0,0.0,9.984e-5,0.00010825
TRC,11.0,10171.5,3.66436273,1.0,0.74545455,3.072e-5,0.00562344,0.00027831
TRD,15.0,48664.0,3.89936411,1.0,0.26666667,0.00341227,0.00324069,0.0006041
TRE,1.0,114.0,4.36051977,1.0,0.0,0.0,0.00060243,6.241e-5
TRG,4.0,1542.0,4.25048383,1.0,1.0,0.0,0.00023425,0.00019329
TRI,7.0,9674.0,3.72712192,1.0,1.0,0.0,0.01046796,0.00017121
TRK,6.0,1091.0,4.90434061,1.0,0.06666667,0.00168076,2.696e-5,0.00046249
TRN,23.0,51490.0,3.49599115,1.0,0.51383399,0.00011573,0.03465061,0.00047964
TRO,2.0,1188.0,4.23472491,1.0,1.0,0.0,0.00029907,0.00012152
TRQ,2.0,616.0,5.89687586,1.0,1.0,0.0,2.32e-6,0.00016802
TRS,6.0,6903.0,3.73790434,1.0,0.66666667,4.4e-7,0.00871512,0.00015138
TRU,4.0,3948.0,4.27951341,1.0,0.5,2.3e-7,0.00044561,0.00022308
TRV,12.0,14511.5,3.77854576,1.0,0.77272727,1.217e-5,0.00791293,0.00029932
TRW,3.0,439.0,4.41111418,1.0,0.33333333,7.358e-5,0.00011924,0.00019667
TRZ,4.0,2050.0,4.19905999,1.0,0.66666667,5.6e-7,0.0012796,0.00012618
TSE,12.0,5056.0,3.58639757,1.0,0.42424242,0.00013031,0.01251574,0.00030934
TSJ,2.0,6174.0,4.46253801,1.0,0.0,2.0e-8,0.00030368,9.111e-5
TSM,2.0,140.0,4.42244954,1.0,1.0,0.0,0.00052425,0.00011423
TSN,26.0,18722.0,3.69118054,1.0,0.58461538,8.112e-5,0.00667898,0.00055004
TSR,17.0,6019.0,3.37959635,1.0,0.43382353,0.00078314,0.02496087,0.00040583
TST,1.0,1490.0,3.9582527,1.0,0.0,0.0,0.0011726,6.697e-5
TSV,8.0,11661.0,4.32126071,1.0,0.28571429,0.00121657,0.00030066,0.00045101
TTJ,1.0,4410.0,3.79983412,1.0,0.0,0.0,0.001336,6.63e-5
TTQ,1.0,63.0,4.56372685,1.0,0.0,0.0,0.00030681,7.621e-5
TTS,2.0,38.0,4.58667404,1.0,0.0,0.00023491,0.00010497,0.00014323
TTT,5.0,19957.0,4.0666298,1.0,0.3,0.00110574,0.00053869,0.00029019
TTU,2.0,90.0,4.27204866,1.0,1.0,0.0,0.0009783,9.462e-5
TUB,2.0,198.0,4.51700304,1.0,1.0,0.0,8.96e-5,0.00015282
TUC,4.0,7653.0,4.09289466,1.0,1.0,0.0,0.00082221,0.00018265
TUG,2.0,511.0,4.11998894,1.0,0.0,0.0002764,0.00043126,0.00014695
TUI,4.0,726.0,5.08542991,1.0,0.66666667,9.0e-8,0.00012639,0.00014929
TUJ,2.0,72.0,6.42797899,1.0,1.0,0.0,1.1e-7,0.0002104
TUK,8.0,880.0,4.29637821,1.0,0.53571429,8.63e-6,0.0008834,0.00027312
TUL,15.0,60543.0,3.54769146,1.0,0.93333333,4.08e-6,0.01992298,0.0003413
TUN,51.0,42973.5,3.37323749,1.0,0.48392157,0.00088285,0.06862987,0.00102544
TUO,2.0,615.0,4.25103677,1.0,1.0,0.0,0.00022434,0.00011566
TUP,2.0,1258.0,4.2756428,1.0,1.0,0.0,0.00110253,9.085e-5
TUR,2.0,250.0,4.97124689,1.0,1.0,0.0,4.375e-5,0.00012533
TUS,17.0,55033.5,3.4387614,1.0,0.85294118,2.24e-5,0.02161641,0.0003926
TUU,11.0,9230.5,4.08764169,1.0,0.49090909,0.00016475,0.00213592,0.00032585
TUV,1.0,84.0,5.26873099,1.0,0.0,0.0,1.31e-5,9.138e-5
TVA,3.0,95.0,4.58446226,1.0,0.66666667,0.00054971,0.00010698,0.00019076
TVC,8.0,5963.0,3.77163395,1.0,0.60714286,6.461e-5,0.0069994,0.00021779
TVF,2.0,476.0,5.04534144,1.0,0.0,1.3e-7,4.911e-5,0.00015284
TVL,1.0,267.0,4.9234172,1.0,0.0,0.0,7.927e-5,7.301e-5
TVU,5.0,786.0,4.42244954,1.0,0.5,0.000553,0.00011045,0.00036285
TVY,4.0,944.0,4.61404479,1.0,0.83333333,5.0e-8,0.00010105,0.00022102
TWA,3.0,164.0,5.19961294,1.0,0.66666667,1.71e-6,5.33e-6,0.00026637
TWB,3.0,376.0,4.33563727,1.0,0.33333333,0.00165792,0.00019565,0.00022302
TWF,1.0,1050.0,4.35333149,1.0,0.0,0.0,0.00081044,6.424e-5
TWU,4.0,6325.5,4.55266796,1.0,0.5,0.00014294,0.00012238,0.00024446
TXG,6.0,18227.0,4.06635333,1.0,0.6,5.9e-7,0.00056715,0.00025955
TXK,1.0,2036.0,3.96046447,1.0,0.0,0.0,0.00177217,6.179e-5
TXN,10.0,5912.0,3.76168095,1.0,0.91111111,1.83e-6,0.00379269,0.00023107
TYF,1.0,190.0,5.07188278,1.0,0.0,0.0,2.724e-5,0.00010941
TYN,7.0,4687.0,3.76278684,1.0,0.95238095,3.1e-7,0.00350849,0.00017858
TYO,111.0,1.102042e6,2.80011059,1.0,0.13333333,0.0602426,0.07521784,0.00324266
TYR,3.0,3111.0,3.93226431,1.0,1.0,0.0,0.00414779,9.939e-5
TYS,16.0,30774.5,3.58003871,1.0,0.925,3.01e-6,0.0252037,0.00033772
TZN,1.0,210.0,4.34835499,1.0,0.0,0.0,0.00049003,7.0e-5
TZX,3.0,6457.0,3.97235278,1.0,1.0,0.0,0.00295469,0.00010886
UAK,7.0,772.5,3.91733481,1.0,0.19047619,0.00358228,0.00185506,0.00046947
UAQ,3.0,3958.0,4.10727122,1.0,1.0,0.0,0.00072229,0.00015072
UAS,1.0,126.0,5.39424938,1.0,0.0,0.0,8.5e-6,9.798e-5
UBA,8.0,2646.0,4.09095936,1.0,0.35714286,0.00055566,0.00107936,0.00035361
UBB,4.0,63.0,5.45894388,1.0,0.5,0.00027658,1.63e-6,0.00029345
UBI,2.0,8.0,7.73541609,1.0,0.0,3.1e-7,0.0,0.0002381
UBJ,2.0,8014.0,3.79789881,1.0,1.0,0.0,0.00150146,9.109e-5
UBP,2.0,4534.0,3.95631739,1.0,0.0,3.501e-5,0.00117972,0.00011167
UBS,4.0,3152.0,3.91180536,1.0,0.5,1.896e-5,0.00331382,0.00014333
UCA,1.0,456.0,4.57533868,1.0,0.0,0.0,0.00048766,5.959e-5
UCT,1.0,272.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
UDI,7.0,10045.0,4.09123583,1.0,0.76190476,5.8e-7,0.00109298,0.00027436
UDJ,2.0,688.0,3.87669339,1.0,1.0,0.0,0.00321887,8.334e-5
UDR,4.0,3780.0,4.1213713,1.0,0.33333333,0.00071244,0.00080967,0.0002327
UEL,4.0,880.0,4.77743987,1.0,0.66666667,1.5e-7,0.00012442,0.00019504
UEO,1.0,4340.0,4.64694498,1.0,0.0,0.0,0.00013308,6.837e-5
UET,10.0,4131.0,4.13795964,1.0,0.26666667,0.00023705,0.00213614,0.00032188
UFA,20.0,7196.0,3.80674592,1.0,0.34736842,0.00041777,0.007667,0.00052974
UGA,2.0,100.0,4.62316837,1.0,1.0,0.0,0.00010172,0.00015673
UGC,3.0,2014.0,3.86342273,1.0,0.66666667,1.768e-5,0.0028011,0.00012879
UIB,3.0,1582.0,4.26430744,1.0,0.33333333,0.00055294,0.00055178,0.00019178
UIH,1.0,316.0,4.46115565,1.0,0.0,0.0,0.00019653,7.39e-5
UII,1.0,361.0,5.80259884,1.0,0.0,0.0,8.38e-6,9.484e-5
UIK,2.0,328.0,4.59469173,1.0,0.0,1.0e-7,0.00025552,0.00010124
UIN,2.0,909.0,3.80453414,1.0,1.0,0.0,0.00383322,7.929e-5
UIO,10.0,20878.5,3.73403373,1.0,0.66666667,8.385e-5,0.00737496,0.00031333
UIP,1.0,1898.5,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
UIT,2.0,110.0,5.10284766,1.0,1.0,0.0,9.98e-6,0.00018778
UJE,3.0,47.5,6.0964888,1.0,0.66666667,8.0e-8,1.9e-7,0.00025485
UKK,3.0,236.0,3.87641692,1.0,0.66666667,1.898e-5,0.00230823,0.00012039
UKU,2.0,171.0,6.73569256,1.0,0.0,0.00055226,1.0e-8,0.00023064
ULA,2.0,30.0,6.09510644,1.0,0.0,3.1e-7,2.4e-7,0.00017834
ULB,2.0,76.0,6.07271219,1.0,0.0,3.7e-7,3.4e-7,0.0001693
ULD,1.0,280.0,5.01216478,1.0,0.0,0.0,1.844e-5,9.352e-5
ULE,2.0,27.0,5.73375726,1.0,1.0,0.0,5.8e-7,0.00016963
ULG,1.0,150.0,4.62344484,1.0,0.0,0.0,9.991e-5,8.966e-5
ULN,20.0,3708.0,3.62372132,1.0,0.07894737,0.00775743,0.005625,0.00113439
ULO,1.0,150.0,4.62344484,1.0,0.0,0.0,9.991e-5,8.966e-5
ULP,2.0,76.0,5.33397844,1.0,0.0,0.00077782,3.38e-6,0.00020254
ULU,2.0,42.0,4.53055018,1.0,1.0,0.0,0.00017336,0.00012976
ULY,6.0,988.0,4.2009953,1.0,0.13333333,3.51e-6,0.00223251,0.00017738
ULZ,1.0,150.0,4.62344484,1.0,0.0,0.0,9.991e-5,8.966e-5
UMD,2.0,142.0,5.88526403,1.0,1.0,0.0,6.1e-7,0.000178
UME,4.0,11826.0,4.07132983,1.0,0.66666667,2.7e-7,0.00161959,0.00019198
UNA,4.0,866.0,4.09731822,1.0,1.0,0.0,0.00108764,0.0001644
UNG,5.0,398.5,4.74288084,1.0,0.6,7.1e-7,3.205e-5,0.00031301
UNI,3.0,152.0,4.62316837,1.0,0.66666667,2.9e-7,0.00014858,0.00013787
UNK,9.0,724.0,4.20735416,1.0,0.25,0.0014716,0.00029532,0.00052579
UNN,1.0,280.0,3.9582527,1.0,0.0,0.0,0.0011726,6.697e-5
UNR,2.0,100.0,4.6228919,1.0,0.0,0.00055294,9.994e-5,0.00019646
UNT,1.0,64.0,5.48465579,1.0,0.0,0.0,1.349e-5,8.543e-5
UPG,11.0,17043.0,3.91069947,1.0,0.27272727,0.00379476,0.00138302,0.00051695
UPN,1.0,428.0,4.61487421,1.0,0.0,0.0,0.0001581,6.384e-5
URA,2.0,324.0,4.28283108,1.0,0.0,2.7e-7,0.00064234,8.559e-5
URC,25.0,21196.0,3.68288637,1.0,0.24,0.0056496,0.0070249,0.00081433
URG,1.0,180.0,6.01078242,1.0,0.0,0.0,8.1e-7,0.00011762
URO,1.0,782.0,4.35388443,1.0,0.0,0.0,0.00107148,6.022e-5
URT,1.0,3307.0,3.9582527,1.0,0.0,0.0,0.0011726,6.697e-5
URY,5.0,1573.0,4.139342,1.0,0.8,6.0e-8,0.0008898,0.00016766
USH,4.0,5724.0,4.10616533,1.0,0.83333333,5.0e-8,0.00068115,0.00021573
USK,1.0,136.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
USL,2.0,54.0,6.36604921,1.0,0.0,0.00055294,5.0e-8,0.00026717
USM,5.0,6286.0,3.87807575,1.0,0.5,0.0001298,0.00240549,0.00019771
USN,2.0,17683.0,3.8388167,1.0,1.0,0.0,0.00114164,9.33e-5
USQ,2.0,158.0,3.98147636,1.0,1.0,0.0,0.00194084,0.00010705
USU,2.0,111.5,4.12026541,1.0,1.0,0.0,0.00043878,0.00013315
UTH,1.0,4683.0,3.9582527,1.0,0.0,0.0,0.0011726,6.697e-5
UTK,2.0,38.0,5.10284766,1.0,1.0,0.0,9.98e-6,0.00018778
UTN,2.0,364.0,4.00857064,1.0,1.0,0.0,0.00121014,0.00010186
UTO,2.0,27.0,4.89632292,1.0,1.0,0.0,2.626e-5,0.0001519
UTP,2.0,770.0,4.61266243,1.0,0.0,2.5e-7,0.00014335,0.00010815
UTT,1.0,364.0,4.01327067,1.0,0.0,0.0,0.00100137,7.01e-5
UUD,1.0,396.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
UUN,1.0,50.0,5.62261543,1.0,0.0,0.0,1.78e-6,0.00012642
UUS,7.0,4413.0,3.67984518,1.0,0.52380952,3.418e-5,0.00354454,0.00022675
UVE,2.0,1104.0,4.63339784,1.0,1.0,0.0,5.699e-5,0.00013819
UVL,3.0,208.0,4.0447885,1.0,0.66666667,8.0e-8,0.00157458,0.00013606
UVO,3.0,72.0,5.72629251,1.0,1.0,0.0,1.15e-6,0.00021186
UYL,5.0,548.0,4.55266796,1.0,0.4,0.00019098,0.00029993,0.00025424
UYN,2.0,450.0,4.61985071,1.0,0.0,1.3e-7,0.00018303,9.065e-5
VAA,5.0,7436.0,4.02322367,1.0,0.7,4.71e-6,0.00280007,0.00019282
VAG,1.0,600.0,4.09980647,1.0,0.0,0.0,0.00093727,6.973e-5
VAI,4.0,558.0,5.73596904,1.0,0.16666667,0.00138212,5.6e-7,0.00035579
VAK,3.0,373.0,5.19657174,1.0,1.0,0.0,5.37e-6,0.00023457
VAN,2.0,3213.0,3.97843517,1.0,1.0,0.0,0.0025201,8.901e-5
VAO,1.0,9.0,5.28531933,1.0,0.0,0.0,4.19e-6,0.00010874
VAR,4.0,1607.0,3.87033453,1.0,0.66666667,9.0e-8,0.00336078,0.00013308
VAS,1.0,297.0,3.98175283,1.0,0.0,0.0,0.00190637,6.16e-5
VAT,2.0,38.0,5.42825546,1.0,0.0,1.6e-7,6.69e-6,0.00014347
VAV,5.0,725.0,4.92867017,1.0,0.1,0.00110787,3.202e-5,0.00039717
VAW,1.0,399.0,6.26928394,1.0,0.0,0.0,4.0e-7,9.205e-5
VBV,1.0,20.0,5.41774952,1.0,0.0,0.0,2.37e-6,0.0001095
VBY,2.0,5513.0,4.07243572,1.0,1.0,0.0,0.00159518,9.911e-5
VCD,2.0,18.0,5.76582803,1.0,0.0,0.0002764,9.5e-7,0.00020071
VCE,30.0,69035.5,3.33480785,1.0,0.66436782,0.00010321,0.05202022,0.00058685
VCT,1.0,780.0,3.98368814,1.0,0.0,0.0,0.00170854,6.092e-5
VDA,5.0,1077.0,3.55294443,1.0,1.0,0.0,0.0116417,0.00014018
VDB,1.0,228.0,4.28642521,1.0,0.0,0.0,0.00102434,6.399e-5
VDC,3.0,1060.0,4.78131048,1.0,0.66666667,3.6e-7,0.00014092,0.00015121
VDE,3.0,1414.0,4.48050871,1.0,1.0,0.0,0.00196735,8.976e-5
VDM,5.0,513.0,4.1045065,1.0,0.4,0.00027686,0.00068367,0.00025706
VDS,6.0,2442.0,5.26928394,1.0,0.53333333,0.00059797,2.222e-5,0.00032117
VDZ,1.0,759.0,4.21730716,1.0,0.0,0.0,0.00027824,8.605e-5
VEE,6.0,227.0,4.89466409,1.0,0.53333333,0.00046058,2.726e-5,0.00037875
VEL,1.0,342.0,4.35333149,1.0,0.0,0.0,0.00081044,6.424e-5
VER,10.0,12867.0,3.92286425,1.0,0.44444444,4.623e-5,0.00403766,0.00030215
VEY,1.0,1134.0,4.32485485,1.0,0.0,0.0,0.0004795,7.235e-5
VFA,5.0,4841.0,4.00110589,1.0,0.4,0.00050855,0.00136681,0.00024277
VGO,4.0,11624.5,4.05225325,1.0,0.66666667,4.8e-7,0.00414875,0.00011586
VHM,2.0,700.0,4.07243572,1.0,1.0,0.0,0.00156092,0.00011502
VIA,1.0,150.0,5.08542991,1.0,0.0,0.0,2.753e-5,7.826e-5
VIC,2.0,854.0,3.82858723,1.0,0.0,0.00011834,0.00225525,9.901e-5
VIE,115.0,200903.5,2.98921758,1.0,0.24485126,0.00645988,0.11918578,0.00231741
VIG,2.0,1745.0,4.27094277,1.0,1.0,0.0,0.00072509,0.00010054
VII,1.0,192.0,5.38374343,1.0,0.0,0.0,7.12e-6,8.616e-5
VIJ,3.0,948.5,4.2676251,1.0,1.0,0.0,0.00109181,0.00011177
VIL,2.0,356.0,4.59856234,1.0,1.0,0.0,0.00037292,9.026e-5
VIS,2.0,780.0,3.73154548,1.0,1.0,0.0,0.00185173,0.000109
VIT,6.0,2041.0,4.0049765,1.0,0.73333333,8.2e-7,0.00706256,0.00014952
VIV,2.0,19.0,5.73818081,1.0,1.0,0.0,1.13e-6,0.00016433
VIX,5.0,15777.0,4.09261819,1.0,1.0,0.0,0.00148365,0.00019023
VKG,1.0,256.0,5.46032624,1.0,0.0,0.0,3.49e-6,0.00011472
VLC,16.0,33557.0,3.50290296,1.0,0.70833333,1.358e-5,0.02646579,0.0003241
VLD,2.0,1230.0,3.91567597,1.0,1.0,0.0,0.00220568,0.00010436
VLI,20.0,3358.0,4.07741222,1.0,0.14736842,0.01587725,0.00100041,0.00109906
VLK,1.0,100.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
VLL,5.0,2930.0,3.67735693,1.0,0.5,1.192e-5,0.00663843,0.00013477
VLN,8.0,8674.0,3.99612939,1.0,0.64285714,2.335e-5,0.00304934,0.00026123
VLS,2.0,27.0,6.07575339,1.0,0.0,8.0e-8,6.3e-7,0.00018297
VLV,1.0,475.0,4.27121924,1.0,0.0,0.0,0.00070377,6.822e-5
VME,2.0,1167.0,4.10782416,1.0,1.0,0.0,0.00065625,0.0001274
VMI,1.0,48.0,6.02045894,1.0,0.0,0.0,6.6e-7,0.00011884
VMU,2.0,114.0,6.73541609,1.0,0.0,3.6e-7,3.0e-8,0.00019356
VNO,14.0,9668.0,3.45645563,1.0,0.92307692,4.51e-6,0.02693454,0.00031756
VNS,6.0,6353.0,4.10008294,1.0,0.46666667,0.00032918,0.00130073,0.00024344
VOG,7.0,1828.0,3.82526956,1.0,0.71428571,1.3e-6,0.00577681,0.00018505
VOH,2.0,38.0,5.4268731,1.0,1.0,0.0,6.97e-6,0.00012549
VPN,3.0,114.0,5.32181366,1.0,0.66666667,8.0e-8,1.768e-5,0.00022212
VPS,5.0,11340.0,3.88913464,1.0,1.0,0.0,0.00583332,0.00013687
